timestamp,round,threat_enemy_id,threat_enemy_type,threat_enemy_distance,threat_enemy_angle,threat_enemy_x,threat_enemy_y,threat_enemy_z,north_threat,northeast_threat,east_threat,southeast_threat,south_threat,southwest_threat,west_threat,northwest_threat
2025-12-24 21:21:18.281,1,3,Drone,29.57,-0.93,-0.41,17.0,24.98,0.03,0.008,0.003,0.024,0.0,0.0,0.0,0.0
2025-12-24 21:21:31.998,7,15,Soldier,25.51,50.03,15.34,17.0,12.85,0.019,0.041,0.032,0.003,0.022,0.08,0.051,0.016
