timestamp,round,threat_enemy_id,threat_enemy_type,threat_enemy_distance,threat_enemy_angle,threat_enemy_x,threat_enemy_y,threat_enemy_z,north_threat,northeast_threat,east_threat,southeast_threat,south_threat,southwest_threat,west_threat,northwest_threat
2025-12-24 22:02:49.367,1,4,Soldier,20.86,0.6,8.87,17.0,16.94,0.035,0.012,0.0,0.009,0.0,0.0,0.0,0.0
2025-12-24 22:03:13.140,6,7,Soldier,27.17,178.7,9.23,17.0,-18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.012
