timestamp,round,threat_enemy_id,threat_enemy_type,threat_enemy_distance,threat_enemy_angle,threat_enemy_x,threat_enemy_y,threat_enemy_z,north_threat,northeast_threat,east_threat,southeast_threat,south_threat,southwest_threat,west_threat,northwest_threat
2025-12-24 21:39:25.819,12,3,Soldier,28.11,74.69,22.41,17.0,6.13,0.0,0.0,0.0,0.005,0.0,0.007,0.0,0.0
2025-12-24 21:39:45.394,23,12,Soldier,19.43,18.41,3.56,17.0,10.71,0.086,0.038,0.0,0.0,0.0,0.0,0.0,0.0
